No,Date,Tavg,RH_avg,RR,ff_avg,ss
1725,21/09/2023,26.7,86,8.5,2,5.4
1726,22/09/2023,27.3,86,1.2,2,5.2
1727,23/09/2023,27.6,86,4.5,2,3.3
1728,24/09/2023,25.8,92,3.8,2,0.6
1729,25/09/2023,27.1,88,5.8,2,0
1730,26/09/2023,28.2,85,0,3,4.5
1731,27/09/2023,29.4,79,12.8,4,6.7
1732,28/09/2023,29.3,80,0,3,8.2
1733,29/09/2023,27.8,87,0,2,8.4
1734,30/09/2023,26.1,92,3.8,1,4.5
1735,01/10/2023,27.3,90,22.9,2,2.3
1736,02/10/2023,28.7,86,0,3,2.1
1737,03/10/2023,26.8,90,0,2,7
1738,04/10/2023,27.7,86,15.5,2,3.7
1739,05/10/2023,29,84,7.9,2,5.6
1740,06/10/2023,29.2,84,7.9,3,9.3
1741,07/10/2023,29.5,84,0,2,7.3
1742,08/10/2023,28.9,82,0,3,6.7
1743,09/10/2023,29.2,80,0,2,6.3
1744,10/10/2023,28.7,86,7.9,1,8.7
1745,11/10/2023,28.5,88,7.9,2,6.4
1746,12/10/2023,29.6,80,0,2,7.9
1747,13/10/2023,29.4,78,0,2,5.7
1748,14/10/2023,28.5,82,0,2,7.7
1749,15/10/2023,29.4,80,7.9,3,6.2
1750,16/10/2023,29.6,79,0,2,9
1751,17/10/2023,29.5,78,0,2,3.9
1752,18/10/2023,27.4,89,0,2,6
1753,19/10/2023,29.4,78,5.5,3,2.1
1754,20/10/2023,27.9,84,7.9,2,9.8
1755,21/10/2023,26.8,93,7.9,2,3
1756,22/10/2023,27.3,88,9,2,3.9
1757,23/10/2023,27.1,82,7.9,2,5.7
1758,24/10/2023,28.6,84,7.9,2,4
1759,25/10/2023,26.2,93,7.9,1,6.1
1760,26/10/2023,27.2,90,53.4,2,3.1
1761,27/10/2023,27.3,90,0.7,2,6.5
1762,28/10/2023,26.6,91,0.8,2,4.8
1763,29/10/2023,27.8,82,25.5,1,3
1764,30/10/2023,28.2,79,25.2,1,8.8
1765,31/10/2023,28.4,82,7.9,2,6
1766,01/11/2023,27.8,85,0,1,5.3
1767,02/11/2023,28.9,79,4.9,2,5.9
1768,03/11/2023,28.7,80,11.4,1,6.8
1769,04/11/2023,26.9,89,0,1,4.1
1770,05/11/2023,28.3,81,8.6,1,4.9
1771,06/11/2023,27.8,85,11.4,2,6.6
1772,07/11/2023,28.3,81,0,2,4.5
1773,08/11/2023,27.4,88,11.4,1,3.8
1774,09/11/2023,27.8,86,0,2,0.5
1775,10/11/2023,28.1,84,5.7,2,2.7
1776,11/11/2023,29.4,78,3.1,2,3.4
1777,12/11/2023,28,85,0,2,7.5
1778,13/11/2023,27.9,86,0.4,2,3.3
1779,14/11/2023,26.8,91,16.5,2,6.2
1780,15/11/2023,27.7,85,11.1,2,1.1
1781,16/11/2023,28.1,85,14.8,2,5.7
1782,17/11/2023,28.7,82,2.7,2,4.5
1783,18/11/2023,29.3,79,11.4,4,7.4
1784,19/11/2023,27.2,88,0,3,8.8
1785,20/11/2023,28.4,83,11.4,3,0
1786,21/11/2023,26.4,92,5,2,7.6
1787,22/11/2023,26.7,89,53.6,2,1
1788,23/11/2023,26.5,90,44.4,2,0.1
1789,24/11/2023,27.9,83,52,3,1.5
1790,25/11/2023,26.8,88,11.4,1,1.5
1791,26/11/2023,26.7,89,1.1,2,0.4
1792,27/11/2023,25.9,92,30.4,1,2.5
1793,28/11/2023,28.6,82,1.4,3,0
1794,29/11/2023,27.6,88,19.3,2,3.7
1795,30/11/2023,26.9,88,0.1,2,1.9
1796,01/12/2023,27.1,85,81.4,2,7.2
1797,02/12/2023,28.1,82,0,2,1.6
1798,03/12/2023,25.6,94,0.3,1,4.8
1799,04/12/2023,25.9,92,4.5,1,3.7
1800,05/12/2023,28,82,12.9,2,0.6
1801,06/12/2023,26.8,86,0,2,7.8
1802,07/12/2023,27.9,83,0.8,3,5.7
1803,08/12/2023,28.4,82,0,3,3.7
1804,09/12/2023,27.7,85,0,2,6.5
1805,10/12/2023,27.9,83,13,2,0
1806,11/12/2023,28.1,82,0,3,0.7
1807,12/12/2023,26.8,88,13,2,5.2
1808,13/12/2023,28.1,83,0.6,3,1.2
1809,14/12/2023,27,87,0,2,6.2
1810,15/12/2023,28.7,83,28.3,3,2.4
1811,16/12/2023,28,84,3,3,7.2
1812,17/12/2023,28.2,83,13,4,4.3
1813,18/12/2023,28.2,81,13,3,5.3
1814,19/12/2023,27.7,83,0,2,3.6
1815,20/12/2023,27.5,86,0,3,0.6
1816,21/12/2023,27.4,85,1.7,4,3
1817,22/12/2023,27.7,81,1.6,5,5
1818,23/12/2023,25.1,96,0.1,2,3.2
1819,24/12/2023,28.4,82,32.6,4,0
1820,25/12/2023,27.5,85,13,3,6.4
1821,26/12/2023,27.5,85,0,4,3.5
1822,27/12/2023,25.9,94,3.6,3,5.6
1823,28/12/2023,26.6,93,137.1,2,3.7
1824,29/12/2023,28.2,84,23,4,0
1825,30/12/2023,28.3,86,3.1,3,2.4
1826,31/12/2023,25.8,96,1.6,2,3.7
